Ticker,Price Close,P_E,P_B,Current_Ratio,Debt_to_Equity,Dividend_Yield,Payout_Ratio,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Price_6M_Return,Volume,Vol_Avg_20,RSI_14,MA50,MA200,Market_Cap,ROE,ROA,Net_Debt,Net_Debt_EBITDA,FCF_Yield,Company_Name,P_E_raw,P_B_raw,Current_Ratio_raw,Debt_to_Equity_raw,Dividend_Yield_raw,Payout_Ratio_raw,Rev_Growth_YoY_raw,EPS_Growth_YoY_raw,Gross_Margin_raw,ROE_raw,ROA_raw,Net_Debt_EBITDA_raw,FCF_Yield_raw,Revenue,EPS_Basic,DPS_Net,Op_CashFlow,Total_Current_Assets,Total_Current_Liabilities,Debt_Total,Total_Equity,Shares_Outstanding
ILC.SN,20156.0,13.51628211739815,1.7710916777374648,0.20742182307597404,2.7522412004104515,0.022325858305219288,0.3017625993664005,0.08340425645175562,-0.1834112434842969,0.9748909590257452,0.9982155249330822,74173.0,96361.3,91.0983972026222,16539.18,12807.19427924526,2003706327364.0,0.09478786901985567,0.006261746939767859,-5266783796000.0,-24.073639986565198,-0.06819186630994661,Inversiones la Construccion SA,13.51628211739815,1.7710916777374648,0.20742182307597404,2.7522412004104515,0.022325858305219288,0.3017625993664005,0.08340425645175562,-0.1834112434842969,0.9748909590257452,0.09478786901985567,0.006261746939767859,-24.073639986565198,-0.06819186630994661,886546325000.0,1491.23848,450.0,-104875378000.0,524145967000.0,2526956707000.0,3113719734000.0,1131339700000.0,99409919.0
INDISA.SN,2812.3,54.565841352576285,3.637141427431536,1.1858409115071578,0.952387552786553,0.0001100416029584326,0.006004512649213023,0.09197826381278049,9.784301154255298,0.24307921216792425,0.22409340329756255,2868.0,12821.85,49.67675531614953,2754.5759999999996,2452.087741382065,397017086289.3577,0.058810306430968455,0.02283552579901081,93078816000.0,3.992192222640547,0.027100614486295,Instituto de Diagnostico SA,54.565841352576285,3.637141427431536,1.1858409115071578,0.952387552786553,0.0001100416029584326,0.006004512649213023,0.09197826381278049,49.42024065740559,0.24307921216792425,0.058810306430968455,0.02283552579901081,3.992192222640547,0.027100614486295,239071048000.0,51.53957,0.30947,13406189000.0,98835935000.0,83346707000.0,103959150000.0,109156351000.0,141171669.55494
INFODEMA.SN,2.0,-0.8197863636736267,0.22394114301625673,0.49710570304130547,0.9777342642858361,,,-0.3384105495404215,-32.30095243186034,0.01407528494472998,0.0,0.0,112500.0,0.000513342864508104,2.0,2.0,1799093652.0,-0.23345827734912028,-0.09536351367931381,7848215000.0,,-1.6908170796230306,Infodema SA,-0.8197863636736267,0.22394114301625673,0.49710570304130547,0.9777342642858361,,,-0.36764851927997844,-36.81832274066036,-0.05523979783632271,-0.23345827734912028,-0.09536351367931381,,-4.847788768697184,13377873000.0,-2.43966,0.0,-8646408000.0,3234720000.0,6507107000.0,7854901000.0,8033779000.0,899546826.0
INGEVEC.SN,174.81,15.412421807152965,2.2596872786742614,0.8833099985585093,0.9804415806694132,0.01658943996338882,0.25568344626018874,-0.13213238330593718,0.17435808232822575,0.1160275331959592,0.8884087717403049,1421743.0,444096.45,92.60168627855653,148.4166,111.54864213140002,188794800000.0,0.12314030776503497,0.039157301236441004,61277421000.0,2.986559623630861,0.13266577787100067,Ingevec SA,15.412421807152965,2.2596872786742614,0.8833099985585093,0.9804415806694132,0.01658943996338882,0.25568344626018874,-0.13213238330593718,0.17435808232822575,0.1160275331959592,0.12314030776503497,0.039157301236441004,2.986559623630861,0.13266577787100067,242801163000.0,11.34215,2.9,27020476000.0,124056380000.0,140444895000.0,81914995000.0,83549083000.0,1080000000.0
INMOBVINA.SN,100000.0,-29.801777144939027,0.2343128614114663,3.7783783783783784,0.0,0.0,,0.035,0.1885745970246422,1.0,0.0,0.0,0.0,0.0,100000.0,100000.0,87200000.0,-0.00783159134403062,-0.007694917304622473,-16423000.0,,,Sociedad Inmobiliaria Vina del Mar SA,-29.801777144939027,0.2343128614114663,3.7783783783783784,0.0,0.0,,0.035,0.1885745970246422,1.0,-0.00783159134403062,-0.007694917304622473,,,31050000.0,-3355.50459,0.0,3493000.0,16776000.0,4440000.0,0.0,372152000.0,872.0
INVERCAP.SN,2167.8,-1625.0374812593705,351.4739971528288,1.0881648335281333,2.0974107058584854,0.0,,-0.24964040314837302,-18.333333333333332,0.1547317879085136,0.5929164523477111,14540.0,66857.4,67.3990992770362,2007.3640000000003,1600.6155,323973617193.60004,-0.0076391133130267064,-0.0010521223507120154,1474798000.0,2.5765749396824176,-4.569816557362704e-05,Invercap SA,-1625.0374812593705,351.4739971528288,1.0881648335281333,2.0974107058584854,0.0,,-0.24964040314837302,-18.333333333333332,0.1547317879085136,-0.0076391133130267064,-0.0010521223507120154,2.5765749396824176,-4.569816557362704e-05,1801317000.0,-1.334,0.0,285714000.0,1293174000.0,1188399000.0,1933303000.0,921757000.0,149448112.0
INVERNOVA.SN,6.558,5.352508120990516,0.6906180117024002,3.27293318623733,0.0,0.17535834095760902,0.9386069440590261,,0.06243388078597325,,0.0,0.0,42298.95,99.8327618147708,6.558,6.456854588820001,4688157470.358,0.023755250984047033,0.019532867839092864,-945308000.0,-83.09669479606188,-0.004800819968677653,Invernova SA,5.352508120990516,0.6906180117024002,3.27293318623733,0.0,0.17535834095760902,0.9386069440590261,,0.06243388078597325,,0.023755250984047033,0.019532867839092864,-83.09669479606188,-0.004800819968677653,0.0,1.22522,1.15,-22507000.0,949347000.0,290060000.0,0.0,6788351000.0,714876101.0
INVIESPA.SN,1570.00005,6.99921270004875,0.7986707442029042,2.5241399283517,0.0,0.13485923137390982,0.9439084449510825,0.03324960525712159,0.0349829300749742,1.0,0.019084393435642166,0.0,0.0,100.0,1570.00005,1517.050390300125,36267001155.0,0.11659507598405151,0.08840692262121004,-1757012000.0,-0.3378538523825264,0.14872376618479746,Inversiones Union Espanola SA,6.99921270004875,0.7986707442029042,2.5241399283517,0.0,0.13485923137390982,0.9439084449510825,0.03324960525712159,0.0349829300749742,1.0,0.11659507598405151,0.08840692262121004,-0.3378538523825264,0.14872376618479746,5653201000.0,224.31095,211.729,5394626000.0,3111477000.0,1232688000.0,0.0,45409202000.0,23100000.0
IPAL.SN,1210.5,1.4919029417368086,0.3687824058911594,1.4191815020028578,0.19032254953533714,0.03745947129285419,0.05588589541771471,0.8502260522623707,4.368079577106035,0.23004779516675392,0.1371942479028483,0.0,0.0,100.0,1210.5,1151.354587381155,13307307336.0,0.16736565965961328,0.06316411061610613,-9582489000.0,-0.8740759936634093,0.5189989849649025,Ipal SA,1.4919029417368086,0.3687824058911594,1.4191815020028578,0.19032254953533714,0.03745947129285419,0.05588589541771471,0.8502260522623707,4.368079577106035,0.23004779516675392,0.16736565965961328,0.06316411061610613,-0.8740759936634093,0.5189989849649025,150628829000.0,811.37986,45.34469,8913909000.0,49775854000.0,35073635000.0,6867683000.0,36084442000.0,10993232.0
ISANPA.SN,3.8,1.6519584402034517,0.21718122253037117,0.24578998645677178,0.06505665660806141,0.000418421052631579,0.0006912141894535495,0.9618113400089291,0.20453474367701738,0.8521484926155523,0.0,43401.0,3593.7,100.0,3.8,3.65762464,21607777903.399998,0.1388273773393608,0.10533583479551765,6448753000.0,0.8269919001959901,-0.08423013269280308,Inmobiliaria San Patricio SA,1.6519584402034517,0.21718122253037117,0.24578998645677178,0.06505665660806141,0.000418421052631579,0.0006912141894535495,0.9618113400089291,0.20453474367701738,0.8521484926155523,0.1388273773393608,0.10533583479551765,0.8269919001959901,-0.08423013269280308,768981000.0,2.3003,0.00159,-925480000.0,3422454000.0,13924302000.0,6472612000.0,99491925000.0,5686257343.0
ITAUCL.SN,21450.0,12.301826465079284,1.1685075102491291,,3.0663644492388284,0.02294275244755245,0.2822377592410632,0.1284603837462771,0.06125893708391886,,0.7164119388653276,197791.0,246251.25,80.64548647356163,18497.1,14737.441716999998,4640509066050.0,0.09692113117875165,0.008836691929032104,8973202000000.0,13.560708229938976,0.7377893139026378,Banco Itau Chile,12.301826465079284,1.1685075102491291,,3.0663644492388284,0.02294275244755245,0.2822377592410632,0.1284603837462771,0.06125893708391886,,0.09692113117875165,0.008836691929032104,13.560708229938976,0.7377893139026378,1695927000000.0,1743.64352,492.12204,3484862000000.0,,,12177493000000.0,3971313000000.0,216340749.0
LASCONDES.SN,14593.0,-2.086714061305757,0.8022786757786391,0.8997873480872821,0.9106615315072083,0.0,,-0.1493273417890806,-18.294441228225235,0.1397355117741132,-0.007278911564625901,12331.0,7263.7,26.120880087243663,16821.7,15347.20921106498,163722677303.51382,-0.33307440806983907,-0.11292663934420855,171504075000.0,,-0.013538448286494203,Clinica las Condes SA,-2.086714061305757,0.8022786757786391,0.8997873480872821,0.9106615315072083,0.0,,-0.1493273417890806,-18.294441228225235,0.1397355117741132,-0.33307440806983907,-0.1455438727218702,,-0.013538448286494203,172059455000.0,-6993.29164,0.0,-769345000.0,103732087000.0,115285114000.0,185840592000.0,204072079000.0,11219261.10488
LIPIGAS.SN,8386.9,14.98101568157073,4.451641050893064,1.791253068416496,1.5793342702264792,0.04924346301970931,0.7377170917131135,0.0,,0.3151918846771021,0.7415399057248768,9828.0,6271.35,78.96162652066123,7340.020865212,5538.98407751911,952538099853.5,0.29715215213140467,0.08109164518330883,239987667000.0,1.5794806066538671,0.05110367239639726,Empresas Lipigas SA,14.98101568157073,4.451641050893064,1.791253068416496,1.5793342702264792,0.04924346301970931,0.7377170917131135,0.0,,0.3151918846771021,0.29715215213140467,0.08109164518330883,1.5794806066538671,0.05110367239639726,889617048000.0,,413.0,102779173000.0,227272330000.0,126878962000.0,337937414000.0,213974597000.0,113574515.0
